,launch_angle,launch_speed,estimated_ba_using_speedangle,events
2608,3,78.6,0.174,field_out
3828,26,100.8,0.686,home_run
64,-2,104.1,0.394,single
137,15,104.3,0.694,single
3279,37,72.5,0.343,field_out
3838,-8,95.4,0.197,field_out
4319,-29,80.4,0.04,field_out
289,26,105.1,0.923,field_out
403,15,108.2,0.654,field_out
459,7,101.6,0.669,single
499,-15,86.9,0.129,single
643,48,85.5,0.023,field_out
2567,61,93.1,0.009,field_out
2833,12,72.5,0.34,double_play
3257,28,91.1,0.094,double
3399,14,91.2,0.957,single
852,44,93.1,0.003,field_out
1013,24,99.5,0.466,home_run
1214,-53,65.5,0.26,field_out
1273,11,77.0,0.349,single
4124,-20,106.7,0.169,force_out
383,26,70.6,0.946,single
808,11,80.9,0.477,single
876,66,91.6,0.003,field_out
1555,16,109.5,0.683,field_out
1664,50,88.7,0.014,field_out
2384,30,91.6,0.074,field_out
959,21,91.4,0.283,field_out
1103,15,95.5,0.8,single
1350,31,63.3,0.749,single
1462,-11,100.5,0.234,single
1629,14,106.4,0.717,double
2178,69,81.0,0.003,field_out
3010,56,91.5,0.009,field_out
3743,15,49.8,0.163,field_out
4511,28,90.9,0.094,field_out
3515,12,87.2,0.729,field_out
2518,47,23.4,0.157,sac_bunt
2994,27,93.9,0.171,field_out
3334,5,85.9,0.4,single
4501,-23,84.1,0.077,field_out
3781,45,90.9,0.006,field_out
3905,21,94.5,0.231,field_out
1766,-21,85.8,0.083,grounded_into_double_play
3666,-3,99.2,0.331,field_out
4001,52,84.9,0.02,field_out
2617,6,99.3,0.534,field_out
3658,17,99.5,0.494,field_out
1405,23,100.7,0.571,field_out
1778,42,93.9,0.014,field_out
2807,-5,63.1,0.106,field_out
3340,16,90.5,0.883,single
3778,71,92.2,0.011,field_out
4280,-8,81.2,0.103,field_out
3431,-8,104.5,0.309,fielders_choice_out
3312,-37,75.8,0.063,field_out
4480,-22,93.2,0.111,field_error
2824,-2,85.6,0.2,field_out
3000,-7,86.5,0.163,field_out
3784,-2,42.1,0.197,sac_bunt
4093,23,98.0,0.4,double
2776,32,74.4,0.369,field_out
3522,66,56.0,0.0,field_out
3947,63,74.2,0.006,field_out
447,44,81.6,0.011,field_out
505,-7,91.3,0.203,field_out
1623,-17,79.4,0.063,field_out
1710,34,101.2,0.469,home_run
1980,-7,70.5,0.103,field_out
565,-1,92.7,0.309,field_out
602,24,105.9,0.949,home_run
727,18,66.3,0.543,single
822,7,103.1,0.637,field_out
897,39,104.1,0.38,home_run
3075,27,89.8,0.089,field_out
1192,40,58.0,0.277,field_out
3330,3,84.8,0.326,force_out
3757,-24,75.7,0.043,force_out
1563,12,67.1,0.297,single
2847,63,87.9,0.017,field_out
3123,40,88.9,0.003,field_out
2907,-11,67.0,0.066,field_out
3300,-1,78.1,0.137,field_out
3685,25,88.0,0.114,field_out
3622,7,101.0,0.594,grounded_into_double_play
4109,2,109.2,0.569,single
2483,-44,86.0,0.091,field_out
3293,3,98.8,0.486,single
2519,18,104.6,0.589,double
3070,57,67.5,0.04,field_out
3909,-1,96.4,0.326,single
4290,8,85.7,0.44,single
2730,-4,101.8,0.354,double
3468,56,70.4,0.051,field_out
4364,-72,34.8,0.117,sac_bunt
3714,36,75.3,0.197,field_out
4149,21,103.8,0.697,double
4559,-84,12.8,0.103,fielders_choice_out
3176,29,82.1,0.086,field_out
3667,-15,87.8,0.123,field_out
1941,19,95.9,0.371,field_out
3466,-31,63.0,0.06,force_out
3549,34,93.5,0.091,field_out
4029,-15,95.5,0.194,field_error
3232,29,93.2,0.126,field_out
3661,35,86.1,0.02,field_out
2306,21,85.8,0.457,field_out
2958,9,102.6,0.749,single
52,35,97.4,0.171,field_out
83,-2,95.1,0.277,grounded_into_double_play
134,7,101.5,0.669,single
210,12,90.0,0.811,double
141,34,88.1,0.023,field_out
189,32,103.3,0.734,home_run
194,16,103.1,0.611,double
256,26,91.6,0.137,field_out
313,22,92.7,0.209,double
243,53,91.5,0.006,field_out
253,10,93.3,0.631,field_out
478,-41,72.4,0.1,field_out
514,16,106.9,0.62,field_out
523,88,71.3,0.0,field_out
547,30,98.4,0.44,field_out
613,44,101.0,0.086,field_out
537,61,63.7,0.009,field_out
582,-44,75.9,0.12,field_out
718,-22,108.3,0.163,field_out
804,42,87.1,0.0,sac_fly
857,-6,67.2,0.106,force_out
898,-18,72.2,0.049,fielders_choice
1016,-5,79.0,0.094,single
831,-2,102.1,0.391,field_out
871,24,101.6,0.674,field_out
922,31,87.6,0.046,field_out
1331,-1,85.6,0.223,field_out
1615,48,93.0,0.009,field_out
1792,31,94.2,0.186,field_out
1190,55,88.4,0.011,field_out
1741,40,90.3,0.009,field_out
1853,-22,39.9,0.24,single
2392,-20,79.1,0.06,field_out
3907,-18,79.5,0.051,grounded_into_double_play
4293,4,94.8,0.509,field_error
3092,15,98.7,0.697,field_out
3416,10,95.4,0.726,single
4059,-14,93.6,0.151,field_out
4463,50,89.3,0.014,field_out
1850,54,92.5,0.006,field_out
2822,-7,77.8,0.094,single
3318,64,86.3,0.006,field_out
3720,28,105.1,0.894,home_run
3990,0,87.5,0.283,field_error
2876,-13,100.8,0.189,field_out
3056,35,91.7,0.091,field_out
3814,4,103.0,0.571,field_out
4157,-1,91.1,0.291,field_out
1801,-20,37.7,0.254,field_out
3674,-24,88.1,0.117,field_out
4170,39,100.2,0.143,field_out
2972,0,91.6,0.323,field_out
3269,75,65.0,0.006,field_out
3782,69,92.8,0.009,field_out
4011,15,77.7,0.749,double
4484,-7,41.6,0.203,single
1627,28,78.8,0.186,field_out
2383,-14,95.3,0.186,field_out
1576,-9,36.8,0.231,single
1734,11,76.1,0.314,field_out
1564,13,97.9,0.92,single
2065,-42,77.0,0.091,field_out
2364,2,83.6,0.28,grounded_into_double_play
2789,-6,68.2,0.114,force_out
2722,-50,54.3,0.22,field_out
749,39,90.0,0.009,field_out
817,28,73.4,0.74,single
907,16,69.2,0.529,field_out
1055,12,98.5,0.903,double
1078,21,101.3,0.48,double
1224,-13,56.5,0.063,field_out
3623,64,91.3,0.006,field_out
2135,41,95.2,0.031,field_out
3127,18,109.8,0.774,field_out
3739,4,78.4,0.209,single
1330,-1,105.1,0.426,field_out
1334,32,81.4,0.051,field_out
1718,0,97.8,0.454,triple
1924,51,90.4,0.011,field_out
1969,28,98.3,0.403,double
4014,67,76.8,0.003,field_out
2917,10,100.3,0.803,single
4386,-7,93.5,0.197,single
2660,11,94.8,0.783,field_out
3893,26,106.9,0.951,home_run
4047,-6,93.8,0.249,field_out
2700,33,94.9,0.134,field_out
3429,72,85.9,0.006,field_out
4053,56,85.7,0.031,field_out
2785,-23,72.9,0.066,field_out
3053,10,86.4,0.523,field_out
3621,55,94.2,0.003,field_out
2832,-12,103.6,0.26,field_out
1650,24,103.6,0.863,home_run
2318,19,76.2,0.957,single
2661,11,98.5,0.857,single
3827,16,111.4,0.711,double
4510,28,104.2,0.883,home_run
2335,45,94.5,0.006,field_out
2711,40,86.3,0.011,field_out
3088,39,90.7,0.011,field_out
3377,-4,85.8,0.169,force_out
2996,22,84.2,0.449,sac_fly
3433,5,108.0,0.614,single
3890,11,82.0,0.483,single
4409,-47,62.7,0.189,single
2799,54,87.9,0.011,field_out
3866,-63,59.3,0.289,field_out
4200,-13,67.0,0.077,field_out
2022,-3,85.8,0.18,field_out
2448,-14,79.8,0.091,grounded_into_double_play
3287,32,85.3,0.026,field_out
3684,22,100.4,0.474,field_out
3223,1,88.9,0.323,field_out
3407,-19,75.5,0.057,field_out
261,-1,111.7,0.534,single
335,33,68.2,0.843,single
385,5,78.6,0.243,single
402,-15,91.6,0.143,single
454,-50,62.9,0.234,field_out
2146,-4,91.2,0.257,single
2265,65,74.8,0.0,field_out
2452,6,112.7,0.709,field_out
3435,-42,71.0,0.109,field_out
811,-4,102.0,0.354,field_out
1021,-9,93.7,0.2,field_out
135,73,91.4,0.011,field_out
327,18,101.6,0.469,field_out
475,28,103.4,0.814,home_run
1364,-5,76.4,0.109,field_out
1388,-48,58.0,0.189,field_out
571,5,73.0,0.177,field_out
713,17,109.4,0.666,double
783,79,88.7,0.011,field_out
917,26,104.0,0.891,home_run
1067,-62,56.1,0.26,field_out
1487,-68,61.8,0.2,field_out
2085,25,106.7,0.951,home_run
2105,22,102.7,0.66,field_out
3793,27,98.0,0.466,home_run
1337,79,87.9,0.011,field_out
1485,35,94.8,0.097,sac_fly
1733,14,106.0,0.717,single
1933,-4,97.0,0.337,single
2461,21,64.6,0.68,single
3609,9,91.0,0.506,double
1817,-3,107.5,0.451,field_out
2402,-8,87.7,0.137,field_out
3016,-38,53.1,0.149,field_out
3616,16,90.3,0.883,single
1389,41,72.6,0.217,double_play
1579,-40,67.2,0.123,field_error
1613,1,101.5,0.449,force_out
2015,46,64.4,0.257,single
2320,16,99.3,0.597,single
2397,26,106.4,0.943,double
2846,-3,103.5,0.397,single
4399,5,98.2,0.534,single
4429,4,68.0,0.174,field_out
3275,-35,68.6,0.06,field_out
3534,14,109.6,0.726,single
3655,2,83.5,0.28,field_out
3175,-14,66.9,0.066,field_out
2823,59,85.7,0.023,field_out
2627,-31,98.4,0.066,grounded_into_double_play
3291,-5,68.0,0.103,force_out
3663,15,93.9,0.869,single
1931,-11,87.4,0.117,field_out
1972,-63,37.6,0.146,field_out
2270,17,105.7,0.58,double
3421,27,104.5,0.889,home_run
3707,28,73.5,0.637,single
4412,-36,72.4,0.069,field_out
2420,-15,69.3,0.066,field_out
2979,1,91.2,0.357,field_out
650,11,97.5,0.874,double
50,42,81.8,0.006,field_out
80,17,108.0,0.68,double
124,-2,93.7,0.294,single
272,22,90.1,0.249,double
328,20,105.1,0.714,double
1199,4,104.9,0.549,field_out
528,63,87.4,0.02,field_out
541,27,83.6,0.089,double
620,21,94.3,0.226,single
2472,48,85.4,0.023,field_out
761,30,96.0,0.26,field_out
899,-5,96.0,0.303,force_out
1065,13,76.6,0.446,single
1125,24,86.5,0.166,field_out
3102,2,105.9,0.497,grounded_into_double_play
3361,9,66.3,0.24,single
3530,34,59.9,0.494,single
3788,14,97.0,0.851,double
794,31,105.6,0.934,home_run
1260,6,64.3,0.183,field_out
1377,49,84.5,0.014,field_out
1656,28,93.2,0.123,double
1044,22,79.3,0.791,single
1151,37,73.9,0.257,field_out
1544,-72,64.0,0.191,field_out
1667,28,101.8,0.757,double
2111,0,78.2,0.149,field_out
2240,15,107.6,0.654,field_out
2732,0,103.2,0.394,fielders_choice
2949,72,69.5,0.003,field_out
2101,25,90.3,0.123,sac_fly
2287,31,86.2,0.046,sac_fly
2449,10,105.8,0.823,single
2773,11,85.7,0.603,single
2837,26,86.3,0.114,field_out
3386,66,86.2,0.003,field_out
3755,56,101.0,0.009,field_out
1513,83,79.6,0.003,field_out
1842,9,87.8,0.554,field_out
1944,-9,104.5,0.297,single
2372,-9,101.2,0.251,field_out
2702,14,102.2,0.749,field_out
3436,27,95.3,0.211,field_out
3113,-13,94.3,0.146,force_out
2473,47,102.8,0.074,field_out
3737,17,106.2,0.58,field_out
3999,62,84.5,0.014,field_out
4160,19,72.0,0.891,single
1484,33,64.7,0.791,single
2207,63,59.1,0.003,field_out
2312,19,99.3,0.354,double
2583,12,83.4,0.594,single
2662,21,58.7,0.371,single
3138,71,98.6,0.006,field_out
3392,34,83.4,0.023,field_out
4028,24,106.8,0.951,home_run
2969,57,87.3,0.02,field_out
3283,4,97.4,0.511,single
1560,21,94.5,0.226,field_out
1726,31,96.0,0.263,home_run
2069,-12,79.1,0.086,single
2762,73,62.7,0.003,field_out
3430,66,95.5,0.009,field_out
4135,34,65.2,0.771,single
2447,31,88.9,0.04,field_out
3693,-27,87.2,0.08,field_out
3972,-33,92.5,0.066,field_out
3729,33,81.3,0.046,field_out
88,24,97.4,0.377,field_out
120,1,77.4,0.151,field_out
276,39,81.6,0.011,sac_fly
362,11,84.7,0.56,double
510,18,76.2,0.937,single
589,34,100.1,0.363,field_out
311,-62,50.3,0.2,field_out
437,-1,90.3,0.286,field_out
535,43,80.4,0.02,field_out
672,45,77.3,0.08,field_out
872,69,89.6,0.011,field_out
916,6,107.7,0.694,single
936,32,36.2,0.226,field_out
900,27,100.0,0.617,field_out
955,29,113.3,0.994,home_run
1367,17,98.6,0.46,single
1746,-19,64.8,0.046,field_out
1884,28,96.9,0.354,home_run
3861,14,103.4,0.783,single
2759,18,98.1,0.36,field_out
3387,40,78.2,0.031,field_out
2128,34,93.3,0.083,field_out
3462,5,95.8,0.546,single
4132,40,106.6,0.497,home_run
2638,57,89.0,0.017,field_out
4000,61,90.6,0.006,field_out
1817,65,66.8,0.003,field_out
2348,33,87.5,0.029,field_out
3159,26,101.8,0.794,home_run
3931,19,99.5,0.354,double
2844,20,93.3,0.337,field_out
4063,17,102.7,0.494,field_out
3558,-24,106.0,0.149,grounded_into_double_play
4011,13,95.0,0.929,single
4516,-16,88.2,0.117,single
2246,12,103.1,0.914,double
2559,3,95.8,0.457,single
2885,-26,89.5,0.091,single
3985,0,98.7,0.429,field_error
2990,37,73.0,0.343,field_out
3376,29,83.4,0.074,field_out
3920,41,88.7,0.003,field_out
54,30,74.4,0.506,field_out
93,31,96.7,0.326,field_out
134,-2,103.9,0.394,field_out
1544,63,89.4,0.017,field_out
1883,-28,68.1,0.043,field_out
181,-7,98.7,0.246,field_out
248,27,99.3,0.506,sac_fly
294,35,92.2,0.091,sac_fly
462,-5,73.8,0.12,single
528,6,78.4,0.274,single
680,11,98.1,0.874,single
2101,5,80.2,0.254,field_out
3221,31,108.6,0.983,home_run
3861,38,95.2,0.051,field_out
4428,20,84.3,0.72,single
733,-57,65.1,0.269,field_out
906,3,106.6,0.52,fielders_choice_out
1358,66,80.8,0.0,field_out
368,-9,103.9,0.297,single
482,-36,32.2,0.22,force_out
520,9,96.6,0.66,single
578,5,92.0,0.523,field_out
615,24,98.1,0.406,double
1569,61,78.1,0.011,field_out
1691,-28,64.4,0.06,field_out
1786,23,70.6,0.98,double
1835,-20,73.7,0.046,single
1874,41,83.5,0.003,field_out
690,9,101.3,0.7,field_out
1010,38,89.9,0.017,sac_fly
1226,-1,99.6,0.391,single
1237,-46,62.6,0.186,single
1446,-76,46.3,0.149,sac_bunt
1507,-15,92.3,0.143,fielders_choice
1849,-35,83.3,0.063,field_error
2034,26,103.6,0.891,home_run
2011,42,87.5,0.0,field_out
3944,3,98.0,0.454,single
2949,21,97.6,0.334,sac_fly
3054,-1,103.5,0.394,single
3804,5,86.2,0.4,single
4513,-6,99.2,0.257,single
11,21,90.0,0.309,field_out
15,11,99.3,0.857,single
48,25,97.6,0.4,field_out
85,30,74.9,0.4,field_out
3670,20,90.3,0.397,field_out
4262,57,81.2,0.02,field_out
151,26,95.5,0.306,field_out
530,-15,86.8,0.129,field_out
612,-67,60.2,0.223,field_out
250,4,104.6,0.549,field_out
351,0,90.3,0.32,force_out
361,41,84.1,0.003,field_out
425,10,90.7,0.606,single
645,-51,77.7,0.211,field_out
537,-52,67.4,0.246,field_out
610,-7,97.5,0.231,field_out
688,-4,94.3,0.306,field_out
1333,33,94.7,0.134,field_out
1583,-8,101.6,0.271,single
1782,-3,54.6,0.089,field_out
748,-1,69.4,0.086,grounded_into_double_play
785,70,86.2,0.003,field_out
897,13,92.0,0.926,single
1896,-63,60.5,0.274,field_out
2076,13,104.4,0.886,field_out
2244,41,78.9,0.026,field_out
1009,59,80.3,0.02,field_out
2909,66,95.8,0.009,field_out
3343,24,99.6,0.56,single
1502,-13,99.8,0.2,field_out
1614,-32,92.6,0.066,field_out
1272,20,86.0,0.574,single
1445,10,103.3,0.811,single
1478,70,59.8,0.0,field_out
1627,31,90.5,0.043,double
1693,20,79.0,0.917,single
2053,-3,96.7,0.334,field_out
2237,39,81.6,0.011,field_out
2379,-24,93.2,0.094,field_out
3089,2,98.4,0.471,grounded_into_double_play
3234,-13,101.1,0.189,single
4159,23,77.6,0.751,single
4446,30,102.8,0.794,home_run
3916,17,94.4,0.577,field_out
3152,6,104.1,0.577,field_out
4160,-27,93.4,0.066,field_out
3701,-15,77.4,0.031,field_out
3884,-20,104.0,0.146,field_out
4189,6,71.8,0.24,field_out
1960,-25,100.9,0.129,grounded_into_double_play
2276,6,82.3,0.323,single
3572,17,89.9,0.771,double
2685,19,70.3,0.834,single
1976,17,44.7,0.186,single
2158,39,87.1,0.014,field_out
2253,4,69.9,0.163,single
2505,51,88.1,0.011,field_out
3374,10,78.1,0.349,field_out
2358,31,110.3,0.986,home_run
2776,37,87.8,0.02,field_out
3278,52,92.0,0.009,field_out
2920,27,69.7,0.929,single
2931,37,99.8,0.266,home_run
3060,-11,83.6,0.114,single
3488,-17,88.8,0.12,single
4412,28,85.6,0.071,field_out
1244,9,98.7,0.711,field_out
1401,-49,74.1,0.189,field_out
1420,32,95.1,0.183,field_out
1542,-7,93.9,0.209,single
1572,14,104.7,0.731,single
618,-3,103.0,0.374,field_out
636,16,102.7,0.611,field_out
805,46,89.5,0.006,field_out
1772,51,97.5,0.006,sac_fly
2019,19,106.1,0.703,double
2370,-4,85.2,0.117,single
3852,-42,101.5,0.071,single
860,16,104.0,0.609,field_out
967,24,105.6,0.949,home_run
1008,27,80.0,0.189,field_out
1046,16,98.4,0.563,field_out
1339,14,99.0,0.843,single
1435,12,104.2,0.906,double
4571,9,70.0,0.269,field_out
620,22,93.4,0.209,sac_fly
726,27,94.4,0.171,field_out
746,7,104.9,0.666,single
986,15,102.9,0.671,single
1209,6,85.8,0.417,single
1701,-11,85.4,0.1,field_out
1898,49,97.5,0.009,field_out
2579,12,66.3,0.274,field_out
1575,-43,60.2,0.171,field_out
2653,-13,89.4,0.111,field_out
4467,-1,61.4,0.109,field_out
1876,28,100.7,0.68,field_out
2349,24,106.2,0.949,home_run
2938,55,97.8,0.009,field_out
3809,30,112.3,0.989,home_run
3147,-8,75.5,0.066,grounded_into_double_play
3780,16,75.0,0.734,single
3290,10,78.5,0.406,double_play
3476,7,98.4,0.594,double
4297,57,73.3,0.057,field_out
2238,32,90.7,0.057,field_out
2708,35,96.3,0.14,double
3157,4,77.8,0.209,field_out
4543,43,84.7,0.003,field_out
2204,4,92.2,0.46,triple
2472,34,93.1,0.083,field_out
4316,37,94.5,0.063,field_out
4136,10,85.7,0.523,field_out
4604,20,97.3,0.297,field_out
2465,-75,44.0,0.126,field_out
2661,50,74.1,0.12,field_out
2898,35,44.3,0.206,single
3838,-21,92.9,0.111,field_out
2966,21,96.5,0.257,field_out
4410,56,84.3,0.023,field_out
2263,53,105.7,0.046,field_out
0,6,80.9,0.326,field_out
45,13,92.9,0.931,single
58,41,95.1,0.031,field_out
146,16,99.8,0.549,field_out
190,-2,95.0,0.277,single
283,53,92.5,0.0,field_out
303,22,86.8,0.254,single
355,-59,58.0,0.286,field_out
378,14,92.3,0.951,single
646,-2,62.3,0.117,field_out
570,24,107.8,0.966,home_run
597,-5,86.5,0.189,single
698,41,84.2,0.003,sac_fly
782,20,76.7,0.963,single
911,20,101.3,0.414,double
964,16,92.3,0.823,single
1054,10,99.6,0.803,field_out
814,24,107.3,0.951,home_run
1238,11,99.3,0.857,double
1134,-44,79.6,0.089,field_out
1811,35,95.0,0.097,field_out
2706,-67,33.2,0.131,field_out
3650,-4,102.5,0.357,single
2968,-19,87.1,0.114,force_out
4315,14,60.5,0.24,field_out
4408,27,92.4,0.109,double
2853,-18,69.5,0.043,field_out
3427,33,100.3,0.42,double
3665,-34,81.8,0.049,field_out
4104,72,85.7,0.006,field_out
1421,35,90.5,0.071,field_out
2226,39,90.0,0.009,sac_fly
2432,-24,82.6,0.06,force_out
2689,-3,101.6,0.354,field_error
4364,29,103.5,0.809,home_run
2705,-5,88.8,0.22,field_out
3004,16,98.6,0.597,field_out
3360,26,97.3,0.363,field_out
3955,-31,83.5,0.063,field_out
4534,48,98.5,0.023,field_out
3544,45,87.3,0.009,field_out
4051,17,98.4,0.474,field_out
2950,51,91.7,0.009,field_out
3503,16,88.7,0.906,single
41,-75,55.3,0.16,field_out
186,17,89.0,0.829,single
3976,-6,77.5,0.097,field_out
2418,-14,87.9,0.131,single
2584,47,97.6,0.017,field_out
237,-32,81.9,0.043,field_out
264,-38,66.0,0.111,field_out
346,4,94.0,0.489,single
3396,38,19.3,0.214,sac_bunt
624,65,83.0,0.0,field_out
841,-21,86.0,0.083,double
875,22,94.4,0.2,field_out
1007,40,101.9,0.257,field_out
1037,8,99.1,0.586,single
3972,62,86.2,0.026,field_out
4224,62,95.3,0.011,field_out
4546,-23,79.1,0.043,field_out
1122,62,86.2,0.026,field_out
1144,25,81.2,0.306,double
1750,8,104.4,0.663,single
1700,54,72.6,0.091,field_out
1988,-17,67.0,0.043,field_out
2141,5,96.3,0.546,field_out
2308,-52,32.5,0.186,sac_bunt
2719,19,92.6,0.454,field_out
2670,14,96.1,0.874,double
2995,16,97.0,0.651,single
3962,3,86.2,0.32,single
3168,20,106.2,0.771,double
3911,19,103.9,0.583,sac_fly
3773,30,101.3,0.654,home_run
2873,16,108.9,0.646,single
4470,36,79.2,0.04,field_out
2469,-12,29.3,0.257,sac_bunt
2576,4,74.1,0.174,single
1911,50,65.1,0.157,field_out
2085,31,105.0,0.911,home_run
3208,-3,68.4,0.106,field_out
3534,26,95.0,0.237,double
3932,9,104.0,0.757,single
2782,12,77.1,0.394,field_out
3062,61,87.5,0.029,field_out
4392,-27,75.2,0.046,field_out
2174,-5,95.2,0.274,field_out
2409,55,83.7,0.023,field_out
2806,10,94.0,0.691,field_out
2913,18,104.3,0.517,field_out
3207,24,108.4,0.966,home_run
3000,-20,98.1,0.166,field_out
3695,-33,31.7,0.237,sac_bunt
3790,16,90.1,0.883,single
3446,1,88.6,0.323,field_out
4298,63,87.5,0.02,field_out
4391,6,95.1,0.494,field_out
34,-40,89.5,0.057,field_out
106,24,98.5,0.406,double
4416,-1,97.2,0.394,field_out
3113,-13,101.8,0.209,field_out
4037,66,84.6,0.0,field_out
4081,14,98.7,0.843,double
257,-14,89.8,0.117,field_out
272,75,91.4,0.011,field_out
359,-42,27.2,0.211,sac_bunt
472,5,86.1,0.4,single
842,46,38.3,0.106,field_out
672,81,81.8,0.003,field_out
880,25,100.1,0.56,field_out
944,3,98.7,0.486,field_out
1066,-2,97.6,0.377,field_out
1286,33,100.8,0.517,field_out
1373,33,80.3,0.063,field_out
1361,54,73.0,0.091,field_out
1512,9,87.9,0.554,double
1660,-17,90.3,0.109,grounded_into_double_play
2013,54,82.6,0.026,field_out
2127,10,70.7,0.306,single
2007,55,75.7,0.063,field_out
3771,19,114.0,0.891,double
4151,3,105.5,0.526,grounded_into_double_play
4458,-12,100.0,0.209,single
2524,-13,78.8,0.069,force_out
3017,-20,75.2,0.054,force_out
3751,21,76.5,0.92,single
3061,27,99.2,0.506,home_run
4197,1,105.5,0.457,single
4544,21,102.1,0.509,double
3434,10,61.4,0.206,single
2145,64,86.7,0.009,field_out
3252,-25,67.7,0.046,field_out
3924,-23,83.9,0.077,field_out
4073,-8,97.7,0.243,field_out
4356,76,64.9,0.006,field_out
3720,21,94.4,0.226,field_out
2910,-3,79.6,0.123,grounded_into_double_play
3250,66,55.6,0.0,field_out
